"","ID","LFP","KID1","KID2","KID3","INCH","AGE","TIME"
"1537",817,0,0,0,1,56865.8349766165,35,7
"1538",817,0,0,0,1,61918.2347934789,36,8
"1539",817,0,0,0,1,57985.6009949788,37,9
"1540",818,0,0,0,4,34212.2826367401,32,1
"1541",818,1,0,0,4,33527.7924755689,32,2
"1542",818,1,0,0,4,31581.9173491745,32,3
"1543",818,1,1,0,3,36719.0142745826,34,4
"1544",818,1,0,0,3,30799.3849621216,35,5
"1545",818,1,0,0,1,67269.3507790409,36,6
"1546",818,1,0,0,1,34758.8675592217,37,7
"1547",818,1,0,0,1,37526.0260788033,38,8
"1548",818,1,0,0,1,33502.6560585469,39,9
"1549",831,1,0,0,1,30300.8183686784,47,1
"1550",831,1,0,0,0,30942.6261709566,47,2
"1551",831,1,0,0,0,26055.1311261999,48,3
"1552",831,1,0,0,0,22949.2377171944,49,4
"1553",831,1,0,0,0,23466.0505931361,50,5
"1554",831,1,0,0,0,33988.9244819776,51,6
"1555",831,1,0,0,0,34758.8675592217,52,7
"1556",831,1,0,0,0,34845.8734401554,53,8
"1557",831,1,0,0,0,38656.8782242564,54,9
"1558",833,1,1,1,1,14354.3598881428,24,1
"1559",833,1,1,0,2,19390.7417158763,25,2
"1560",833,1,1,0,2,19031.3519336975,26,3
"1561",833,1,0,1,2,16829.4734449162,27,4
"1562",833,1,0,1,2,19887.5661728619,28,5
"1563",833,1,0,1,2,25491.7461918433,29,6
"1564",833,1,0,0,3,31004.883397112,30,7
"1565",833,1,0,0,3,28302.9126831122,31,8
"1566",833,1,0,0,3,32214.1153375813,32,9
"1567",837,1,0,2,0,16643.7991064209,25,1
"1568",837,1,1,1,1,16763.83220921,26,2
"1569",837,1,0,1,1,15001.4778715335,27,3
"1570",837,1,0,0,2,14152.0532704979,28,4
"1571",837,1,0,0,2,16132.9976983673,29,5
"1572",837,1,0,0,2,16994.4313206116,30,6
"1573",837,0,0,0,2,19465.014403238,31,7
"1574",837,1,0,0,2,26312.516039454,32,8
"1575",837,1,0,0,2,24482.6504308588,33,9
"1576",839,1,0,1,1,54185.0327084006,32,1
"1577",839,1,0,0,2,37718.6520339744,32,2
"1578",839,1,0,0,2,38687.8161003362,33,3
"1579",839,1,0,0,2,40438.1934587968,34,4
"1580",839,1,0,0,2,38132.4155032749,35,5
"1581",839,1,0,0,2,37042.0858270525,36,6
"1582",839,1,0,0,2,40320.286162327,37,7
"1583",839,1,0,0,2,39268.5805105011,38,8
"1584",839,1,0,0,2,39301.1869621304,39,9
"1585",862,0,0,2,0,51780.5564668298,28,1
"1586",862,0,0,1,1,46771.0639959313,29,2
"1587",862,0,1,1,1,44057.0207478301,30,3
"1588",862,0,1,0,2,45898.6048425713,31,4
"1589",862,0,1,0,2,52798.602418635,32,5
"1590",862,0,0,1,2,55232.1229220955,33,6
"1591",862,0,0,1,2,62566.1702705531,34,7
"1592",862,1,0,1,2,61650.0919453415,35,8
"1593",862,0,0,0,3,54764.0918527964,36,9
"1594",863,1,0,2,0,58253.5317213826,28,1
"1595",863,1,0,1,1,50291.4318186238,29,2
"1596",863,0,0,1,1,52110.4091743675,30,3
"1597",863,0,0,1,1,61198.0129600327,31,4
"1598",863,1,0,0,2,33732.5997368635,33,5
"1599",863,1,0,0,2,56647.888894596,33,6
"1600",863,1,0,0,2,52833.4609982973,34,7
"1601",863,1,0,0,2,60309.8066196102,35,8
"1602",863,1,0,0,2,70871.2408166914,36,9
"1603",866,1,0,0,4,46184.5220326746,36,1
"1604",866,1,0,0,3,45262.3119766208,37,2
"1605",866,1,0,0,3,46425.7713011015,38,3
"1606",866,1,0,0,2,45133.4980345458,39,4
"1607",866,1,1,0,1,43998.9038460367,40,5
"1608",866,1,1,0,1,47442.7974450957,41,6
"1609",866,1,1,0,0,46715.9066896269,42,7
"1610",866,1,0,0,0,43289.2666547361,43,8
"1611",866,1,1,1,0,42522.5584009414,44,9
"1612",872,1,0,0,0,610.273367363483,21,1
"1613",872,1,0,0,0,4861.5130713771,22,2
"1614",872,1,0,0,0,24002.4214982293,23,3
"1615",872,1,0,0,0,33658.8061768814,23,4
"1616",872,0,1,0,0,41065.7615092633,25,5
"1617",872,0,1,0,0,46947.2542266141,26,6
"1618",872,0,1,0,0,44352.3068038224,27,7
"1619",872,0,1,1,0,52268.5431661791,28,8
"1620",872,0,1,1,0,51542.3974797643,29,9
"1621",878,0,0,0,1,144246.655693345,45,1
"1622",878,0,0,0,0,144168.783526649,46,2
"1623",878,0,0,0,0,154752.137027632,47,3
"1624",878,0,0,0,0,154524.818506249,48,4
"1625",878,0,0,0,0,148130.659835282,49,5
"1626",878,1,0,0,0,148700.575106058,50,6
"1627",878,1,0,0,0,182136.193109458,51,7
"1628",878,1,0,0,0,203713.525677858,52,8
"1629",878,1,0,0,0,199727.656489939,53,9
"1630",880,0,1,0,1,7892.86132350983,32,1
"1631",880,0,1,0,1,8884.83349142918,33,2
"1632",880,0,1,1,1,4737.30647996426,34,3
"1633",880,0,2,0,1,7649.763413481,36,4
"1634",880,0,0,2,1,7333.17608142219,35,5
"1635",880,0,0,1,2,9771.79056505015,37,6
"1636",880,0,0,1,2,6979.60078503701,38,7
"1637",880,0,0,0,3,8041.33183842735,40,8
"1638",880,0,0,0,2,5263.78169062788,41,9
"1639",883,0,0,0,2,24041.0965218813,28,1
"1640",883,1,0,0,2,12572.887640716,29,2
"1641",883,0,0,0,2,14211.9153373654,30,3
"1642",883,0,1,0,2,18359.4370143883,31,4
"1643",883,0,1,0,2,8923.00453377609,32,5
"1644",883,0,1,0,2,17902.2198839027,33,6
"1645",883,1,0,1,2,19465.014403238,34,7
"1646",883,1,0,1,2,16082.6607729701,35,8
"1647",883,1,0,1,1,18039.895483459,36,9
"1648",892,0,1,0,1,55479.563128412,27,1
"1649",892,0,1,0,1,50291.4318186238,29,2
"1650",892,0,0,1,1,55268.5881554274,29,3
"1651",892,1,0,1,1,32128.8609438998,30,4
"1652",892,1,0,1,1,104131.520566934,31,5
"1653",892,1,0,0,2,19203.6952416436,32,6
"1654",892,0,0,0,2,18547.3833725056,33,7
"1655",892,0,0,0,2,11177.4540817156,34,8
"1656",892,0,0,0,2,13046.7064292886,35,9
"1657",893,0,1,0,0,27739.703353665,21,1
"1658",893,1,1,0,0,15255.0824206877,23,2
"1659",893,0,0,1,0,13422.3834623781,24,3
"1660",893,1,0,1,0,10709.6662447389,25,4
"1661",893,1,0,1,0,19066.2493266917,25,5
"1662",893,1,0,0,1,11329.6221052323,27,6
"1663",893,1,0,0,1,15430.2014344531,27,7
"1664",893,1,0,0,1,14125.9385524734,29,8
"1665",893,1,0,0,1,20617.0153149201,29,9
"1666",894,0,0,0,1,21636.933116081,48,1
"1667",894,0,0,0,1,20368.054570076,50,2
"1668",894,0,0,0,1,22423.1682454783,51,3
"1669",894,0,0,0,1,24135.0398687699,52,4
"1670",894,0,0,0,0,27132.8377930407,53,5
"1671",894,0,0,0,0,25491.7461918433,54,6
"1672",894,0,0,0,0,25026.4864244531,55,7
"1673",894,1,0,0,0,29752.8439094513,56,8
"1674",894,1,0,0,0,28348.5170742159,57,9
"1675",896,1,1,0,0,33287.5922024354,21,1
"1676",896,1,1,1,0,33527.7924755689,23,2
"1677",896,1,1,1,0,37582.7331812699,24,3
"1678",896,1,1,1,0,33658.8061768814,24,4
"1679",896,1,0,1,1,43265.8967611816,25,5
"1680",896,1,1,1,1,48858.8105269776,26,6
"1681",896,1,1,1,1,52138.5563943872,27,7
"1682",896,1,1,0,2,46907.8350914185,28,8
"1683",896,1,0,1,2,49045.3176655714,29,9
"1684",897,1,0,2,1,18493.1005821309,26,1
"1685",897,1,0,2,1,6705.537791292,28,2
"1686",897,1,0,1,2,7895.52166601839,29,3
"1687",897,1,0,1,2,1529.95407867784,30,4
"1688",897,1,0,0,3,2975.80241220351,31,5
"1689",897,1,0,0,3,8992.88510693469,32,6
"1690",897,1,0,0,3,13604.6510196639,33,7
"1691",897,1,0,0,3,14257.2809632724,34,8
"1692",897,1,0,0,3,13368.8412710309,35,9
"1693",914,1,0,1,0,64726.1129805565,31,1
"1694",914,0,0,0,1,59712.6995775287,32,2
"1695",914,0,0,0,1,47752.1800326145,33,3
"1696",914,0,0,0,1,55846.3807860951,33,4
"1697",914,0,0,0,1,55424.1112958209,35,5
"1698",914,0,0,0,1,56407.0821703994,36,6
"1699",914,0,0,0,1,56309.5822799671,37,7
"1700",914,0,0,0,1,67010.8616893271,38,8
"1701",914,0,0,0,1,73447.783194785,39,9
"1702",920,1,0,0,0,33287.5922024354,24,1
"1703",920,1,0,0,0,33527.7924755689,25,2
"1704",920,1,1,0,0,33161.0077726089,26,3
"1705",920,1,1,0,0,39778.8244225819,28,4
"1706",920,1,0,1,0,36665.810286098,28,5
"1707",920,1,0,1,0,29740.3503388428,30,6
"1708",920,1,1,1,0,31366.6341424187,30,7
"1709",920,1,1,0,1,36856.2319496997,30,8
"1710",920,0,1,0,1,38656.8782242564,33,9
"1711",921,1,0,0,2,41450.2834956149,40,1
"1712",921,1,0,0,2,46938.8044813533,41,2
"1713",921,1,0,0,2,41056.7280354498,43,3
"1714",921,1,0,0,2,39625.9703813908,44,4
"1715",921,1,0,0,2,39965.8252833683,45,5
"1716",921,1,0,0,2,45318.4720555247,46,6
"1717",921,1,0,0,2,43100.9363106119,47,7
"1718",921,1,0,0,1,52268.5431661791,47,8
"1719",921,1,0,0,1,55408.0406339037,49,9
"1720",927,0,1,0,1,7785.59881200159,24,1
"1721",927,0,1,0,1,40099.1333162501,25,2
"1722",927,1,1,0,1,20280.4166020191,27,3
"1723",927,1,1,0,1,27845.0363092418,27,4
"1724",927,1,0,1,1,8678.08360114539,28,5
"1725",927,1,0,1,1,3597.15307828404,29,6
"1726",927,1,0,0,2,3601.0256980921,30,7
"1727",927,1,0,0,2,4799.33670073329,31,8
"1728",927,1,0,0,2,11597.0727950996,31,9
"1729",930,1,0,0,1,24041.0965218813,26,1
"1730",930,0,0,0,1,24139.8673594767,27,2
"1731",930,0,0,0,1,31581.9173491745,28,3
"1732",930,0,0,0,1,30598.9202080735,30,4
"1733",930,0,0,0,1,29332.7523985138,30,5
"1734",930,0,0,0,1,35405.0590525489,31,6
"1735",930,0,0,0,1,45881.6255001516,32,7
"1736",930,0,0,0,1,42887.2560923315,33,8
"1737",930,0,0,0,1,37765.0745199524,34,9
"1738",939,1,0,0,0,7680.19333766513,21,1
"1739",939,0,1,0,0,3771.86555415846,22,2
"1740",939,0,1,0,0,36714.2411129892,23,3
"1741",939,1,1,0,0,23137.5009976485,23,4
"1742",939,1,0,1,0,21999.5218937052,25,5
"1743",939,1,1,1,0,18410.6209019488,26,6
"1744",939,1,1,1,0,26750.5416308123,28,7
"1745",939,1,1,0,1,25464.2299673919,28,8
"1746",939,1,1,1,1,23967.1638593405,29,9
"1747",941,1,0,0,0,13446.3369202534,39,1
"1748",941,1,0,0,0,19613.7082252425,40,2
"1749",941,1,0,0,0,13474.4961013242,39,3
"1750",941,1,0,0,0,14690.5983481087,40,4
"1751",941,1,0,0,0,14852.6116878054,43,5
"1752",941,1,1,0,0,14220.0753184596,44,6
"1753",941,1,1,0,0,2423.39323436757,45,7
"1754",941,1,0,1,0,16397.6121073377,46,8
"1755",941,1,0,1,0,16042.6166354202,47,9
"1756",944,0,1,0,1,40684.8066193347,33,1
"1757",944,0,1,0,1,41909.5917600681,34,2
"1758",944,0,0,1,1,41056.7280354498,35,3
"1759",944,0,0,1,1,43534.9786128829,36,4
"1760",944,0,0,0,2,46638.8890006558,37,5
"1761",944,0,0,0,2,43335.6109598382,38,6
"1762",944,0,0,0,2,41486.7757993496,39,7
"1763",944,0,0,0,1,41279.0340528849,40,8
"1764",944,0,0,0,1,45744.1868846533,41,9
"1765",945,1,0,0,0,29589.0606686938,24,1
"1766",945,1,0,0,0,13411.0731610811,25,2
"1767",945,1,0,0,0,7895.51377050068,26,3
"1768",945,1,1,0,0,29069.0699622943,27,4
"1769",945,1,1,0,0,22732.9342494541,28,5
"1770",945,1,0,1,0,11046.368385149,29,6
"1771",945,1,0,1,0,22551.5707765155,30,7
"1772",945,1,0,1,0,23319.8451448837,31,8
"1773",945,1,1,1,0,24740.3303814901,32,9
"1774",958,0,0,1,1,49931.6325632013,27,1
"1775",958,1,0,1,1,46938.8044813533,28,2
"1776",958,1,0,0,2,58426.8018894281,29,3
"1777",958,1,0,0,2,53548.3359127024,30,4
"1778",958,1,0,0,2,55732.0129725451,32,5
"1779",958,1,0,0,2,58064.5150617341,33,6
"1780",958,1,0,0,2,59785.5935272813,34,7
"1781",958,1,0,0,2,60309.8066196102,35,8
"1782",958,1,0,0,2,61850.7806867207,36,9
"1783",964,1,0,0,1,11465.7200785891,26,1
"1784",964,1,0,0,1,13377.5472201774,27,2
"1785",964,1,0,0,1,8685.06358593861,28,3
"1786",964,1,0,0,1,7343.77283669976,29,4
"1787",964,1,0,0,1,10999.762932969,30,5
"1788",964,1,0,0,1,7789.11090898415,31,6
"1789",964,1,0,0,1,8898.29531736601,32,7
"1790",964,1,0,0,1,9563.8247070844,33,8
"1791",964,1,0,0,1,9664.23271023451,34,9
"1792",972,0,1,0,0,29073.1399169792,25,1
"1793",972,1,1,0,0,33653.4211987028,26,2
"1794",972,1,1,1,0,31643.562172174,27,3
"1795",972,1,1,1,0,36106.9266544506,28,4
"1796",972,1,1,0,1,44879.2128028814,27,5
"1797",972,1,0,1,1,33139.1287283578,30,6
"1798",972,1,0,1,1,41641.3940169022,31,7
"1799",972,1,0,1,1,33505.671433282,32,8
"1800",972,1,0,0,2,33115.9394554403,33,9
"1801",995,0,0,0,0,43534.5432652735,46,1
"1802",995,0,0,0,0,58611.136489954,47,2
"1803",995,1,0,0,0,41056.7280354498,48,3
"1804",995,1,0,0,0,36103.6771772804,49,4
"1805",995,1,0,0,0,45758.8273668087,50,5
"1806",995,1,0,0,0,47375.0027295236,51,6
"1807",995,0,0,0,0,42976.1246596771,52,7
"1808",995,1,0,0,0,63747.8030202896,53,8
"1809",995,0,0,0,0,29661.3461291239,54,9
"1810",1007,1,0,0,3,59177.6964068655,36,1
"1811",1007,1,0,0,2,56158.8746379007,37,2
"1812",1007,1,0,0,2,52110.4091743675,38,3
"1813",1007,1,0,0,1,58138.30384182,39,4
"1814",1007,1,0,0,1,54998.984477572,40,5
"1815",1007,1,0,0,1,49566.9718109038,41,6
"1816",1007,1,0,0,1,9247.2732198039,42,7
"1817",1007,1,0,0,1,18468.2625498451,45,8
"1818",1007,1,0,0,1,54119.5084689828,44,9
"1819",1015,0,2,0,0,118355.726510137,33,1
"1820",1015,1,1,1,0,134110.58502866,33,2
"1821",1015,1,0,2,0,230549.299674349,35,3
"1822",1015,1,0,2,0,244793.432197055,36,4
"1823",1015,1,0,1,1,439991.197494496,37,5
"1824",1015,1,0,0,2,424862.132006415,38,6
"1825",1015,1,0,0,2,133475.070292173,39,7
"1826",1015,1,0,0,2,147424.284862416,40,8
"1827",1015,1,0,0,2,141741.463846651,41,9
"1828",1021,1,0,0,2,44383.3642874362,33,1
"1829",1021,1,0,0,2,50291.4318186238,34,2
"1830",1021,1,0,0,2,31581.9173491745,34,3
"1831",1021,1,0,0,2,4589.85632122823,36,4
"1832",1021,1,0,0,2,12569.0534947226,37,5
"1833",1021,0,0,0,2,14162.0198238155,38,6
"1834",1021,0,0,0,2,25026.4864244531,39,7
"1835",1021,1,0,0,2,24123.940303526,40,8
"1836",1021,1,0,0,1,23194.0254318488,41,9
"1837",1022,1,0,0,0,62876.6405935003,25,1
"1838",1022,1,1,0,0,40233.2883356939,27,2
"1839",1022,1,1,0,0,42635.8189760706,28,3
"1840",1022,1,1,0,0,44368.7201936297,29,4
"1841",1022,1,0,1,0,46345.5241505502,30,5
"1842",1022,1,1,1,0,41069.8682907499,31,6
"1843",1022,1,1,1,0,44491.3470085251,32,7
"1844",1022,1,1,0,1,42887.2560923315,33,8
"1845",1022,1,0,1,1,45099.6606016434,34,9
"1846",1024,1,0,0,2,40562.9350981621,52,1
"1847",1024,1,0,0,2,45020.8052141791,53,2
"1848",1024,1,0,0,0,44215.0275455187,54,3
"1849",1024,1,0,0,0,42838.8208640051,55,4
"1850",1024,1,0,0,0,51603.7694418403,56,5
"1851",1024,1,0,0,0,49566.9718109038,57,6
"1852",1024,1,0,0,0,52833.4609982973,57,7
"1853",1024,1,0,0,0,50928.603524726,58,8
"1854",1024,1,0,0,0,55408.0406339037,60,9
"1855",1027,1,0,0,2,55479.563128412,35,1
"1856",1027,1,0,0,2,58673.2972340074,36,2
"1857",1027,1,0,0,2,50531.3896807199,37,3
"1858",1027,1,0,0,2,48958.5842350334,38,4
"1859",1027,1,0,0,2,43998.9038460367,38,5
"1860",1027,1,0,0,2,49566.9718109038,39,6
"1861",1027,1,1,0,1,55614.5424002094,40,7
"1862",1027,1,1,0,1,46907.8350914185,41,8
"1863",1027,1,1,0,1,57985.6009949788,43,9
"1864",1029,1,1,0,2,42719.0399371403,25,1
"1865",1029,1,0,1,2,43282.3409261443,27,2
"1866",1029,1,0,1,2,41688.4753881062,28,3
"1867",1029,1,0,0,3,45592.5680107939,30,4
"1868",1029,1,0,0,3,53605.66329681,30,5
"1869",1029,1,0,0,3,48703.1992533376,31,6
"1870",1029,1,0,0,3,52833.4609982973,32,7
"1871",1029,1,0,0,3,61650.0919453415,33,8
"1872",1029,0,0,0,3,67005.5010348209,34,9
"1873",1038,1,0,0,1,36246.568727153,44,1
"1874",1038,1,0,0,1,33192.5256986373,45,2
"1875",1038,0,0,0,1,38372.256865413,46,3
"1876",1038,1,0,0,1,47428.5667405746,47,4
"1877",1038,1,0,0,1,43998.9038460367,48,5
"1878",1038,0,0,0,1,40078.6879722646,49,6
"1879",1038,0,0,0,1,48245.604298728,50,7
"1880",1038,0,0,0,1,42753.2288428289,51,8
"1881",1038,0,0,0,1,32214.1153375813,52,9
"1882",1045,1,0,0,2,46232.578920839,37,1
"1883",1045,1,0,0,2,31851.1892693431,38,2
"1884",1045,1,0,0,1,23686.4871009324,39,3
"1885",1045,1,0,0,1,29069.0699622943,40,4
"1886",1045,1,0,0,0,41065.7615092633,40,5
"1887",1045,1,0,0,0,1416.2006978785,42,6
"1888",1045,1,0,0,0,2780.7167578003,43,7
"1889",1045,1,0,0,0,21443.5461436703,44,8
"1890",1045,1,0,0,0,45099.6606016434,45,9
"1891",1052,1,0,0,2,66575.3721098769,45,1
"1892",1052,1,0,0,1,92201.3452497939,46,2
"1893",1052,1,0,0,1,78955.5251392882,47,3
"1894",1052,1,0,0,0,73437.5012248924,48,4
"1895",1052,1,0,0,0,73331.8273265957,49,5
"1896",1052,1,0,0,0,70810.3177502624,50,6
"1897",1052,1,0,0,0,75079.2874415919,51,7
"1898",1052,1,0,0,0,80413.7129738738,52,8
"1899",1052,1,0,0,0,77313.9744303217,53,9
"1900",1055,0,1,1,1,44383.3642874362,26,1
"1901",1055,1,1,0,2,45262.3119766208,27,2
"1902",1055,0,1,0,2,48952.2200327649,28,3
"1903",1055,1,0,1,2,45133.4980345458,29,4
"1904",1055,1,0,1,2,49865.7662895223,30,5
"1905",1055,1,0,1,2,25034.2458378917,31,6
"1906",1055,1,0,0,3,22857.3955405818,32,7
"1907",1055,0,0,0,3,32165.1870771664,33,8
"1908",1055,0,0,0,3,92093.5327584578,34,9
"1909",1063,0,0,0,2,70273.4964280158,47,1
"1910",1063,0,0,0,1,68731.9887921049,48,2
"1911",1063,0,0,0,1,67901.268822028,49,3
"1912",1063,0,0,0,0,68847.555582198,50,4
"1913",1063,0,0,0,0,58665.6702011348,52,5
"1914",1063,0,0,0,0,85680.4536663798,53,6
"1915",1063,0,0,0,0,85506.6987663295,53,7
"1916",1063,0,0,0,0,87114.6198434265,54,8
"1917",1063,0,0,0,0,59273.6419699674,54,9
"1918",1064,1,0,1,2,33994.0232030444,36,1
"1919",1064,1,0,1,2,40065.4641872783,37,2
"1920",1064,0,0,0,3,37898.6208035227,38,3
"1921",1064,1,0,0,3,35189.0417782393,39,4
"1922",1064,1,0,0,3,40039.0297052534,40,5
"1923",1064,1,0,0,2,38237.4239663685,41,6
"1924",1064,1,0,0,2,47272.3104350374,42,7
"1925",1064,1,0,0,2,46907.8350914185,43,8
"1926",1064,1,0,0,1,32214.1153375813,44,9
"1927",1066,0,0,0,3,77671.2146584962,44,1
"1928",1066,1,0,0,3,67055.1034562191,45,2
"1929",1066,1,0,0,2,74217.8525039739,46,3
"1930",1066,1,0,0,2,74203.0104177312,47,4
"1931",1066,1,0,0,2,75384.7289753537,48,5
"1932",1066,1,0,0,2,84972.2490159284,49,6
"1933",1066,1,0,0,1,92041.9748176838,50,7
"1934",1066,1,0,0,1,72237.8914830877,51,8
"1935",1066,1,0,0,0,91487.7168339131,52,9
"1936",1082,1,0,1,1,24041.0965218813,28,1
"1937",1082,1,0,0,2,15590.3591657493,29,2
"1938",1082,1,0,0,2,18949.2380261444,30,3
"1939",1082,1,0,0,2,26038.2007939219,31,4
"1940",1082,1,0,0,2,29332.7523985138,32,5
"1941",1082,1,0,0,2,25491.7461918433,33,6
"1942",1082,1,0,0,2,41710.5761362428,34,7
"1943",1082,1,0,0,2,42887.2560923315,35,8
"1944",1082,1,0,0,2,24740.3303814901,36,9
"1945",1084,0,1,0,1,29866.4184668899,29,1
"1946",1084,0,1,0,2,24233.7119856751,30,2
"1947",1084,0,0,1,2,38598.1644031639,31,3
"1948",1084,1,0,1,2,23974.3550871285,32,4
"1949",1084,1,0,1,2,33732.5997368635,33,5
"1950",1084,0,0,0,3,34883.8761499194,34,6
"1951",1084,0,0,0,2,33368.579411094,35,7
"1952",1084,0,0,0,2,16082.6607729701,36,8
"1953",1084,0,0,0,2,16751.3310538926,37,9
"1954",1089,0,0,0,1,39760.1327679862,30,1
"1955",1089,1,0,0,1,36880.5650918401,32,2
"1956",1089,1,0,0,1,37898.6208035227,31,3
"1957",1089,1,0,0,1,50488.4562487848,32,4
"1958",1089,1,0,0,0,60132.1548552692,33,5
"1959",1089,1,0,0,0,63729.3188377498,38,6
"1960",1089,1,0,0,1,53228.5401251606,39,7
"1961",1089,1,0,0,1,46295.4980034496,40,8
"1962",1089,1,0,0,1,49791.5216237628,41,9
"1963",1091,0,0,2,0,55479.563128412,35,1
"1964",1091,0,0,1,1,58673.2972340074,37,2
"1965",1091,1,0,1,1,60006.0098287093,38,3
"1966",1091,1,0,0,2,76498.0095100772,39,4
"1967",1091,1,0,0,2,86531.1721778634,40,5
"1968",1091,1,0,0,2,120377.750708464,41,6
"1969",1091,0,0,0,2,104276.364023403,42,7
"1970",1091,0,0,0,2,93815.934690868,43,8
"1971",1091,1,0,0,2,83756.5788470694,44,9
"1972",1094,0,0,0,2,16458.8564938793,46,1
"1973",1094,0,0,0,1,18733.6003374333,47,2
"1974",1094,0,0,0,1,15293.604294217,48,3
"1975",1094,0,0,0,1,17976.9381224381,49,4
"1976",1094,0,0,0,1,19330.2595610707,50,5
"1977",1094,0,0,0,1,18470.1094684444,51,6
"1978",1094,0,0,0,1,18317.9732197826,52,7
"1979",1094,0,0,0,0,18791.2384444739,53,8
"1980",1094,0,0,0,0,17559.2472682931,54,9
"1981",1097,1,1,1,0,25890.4641407772,25,1
"1982",1097,1,0,2,0,24894.1969232492,26,2
"1983",1097,1,0,2,0,30002.9203228001,27,3
"1984",1097,1,0,1,1,30598.9202080735,28,4
"1985",1097,1,0,0,2,28012.6087416776,29,5
"1986",1097,1,0,0,2,31482.2760065872,30,6
"1987",1097,1,0,0,2,18215.0781526695,31,7
"1988",1097,1,0,0,2,37526.0260788033,32,8
"1989",1097,1,1,0,2,32600.7313124361,33,9
"1990",1099,1,0,1,1,43458.8590243767,31,1
"1991",1099,1,0,1,1,45262.3119766208,32,2
"1992",1099,1,1,0,2,44215.0275455187,33,3
"1993",1099,1,1,0,2,43450.6026255448,34,4
"1994",1099,1,2,0,2,43647.0074032521,35,5
"1995",1099,1,1,1,2,42344.3381801048,36,6
"1996",1099,1,1,1,2,45916.5087895026,37,7
"1997",1099,1,0,2,2,45165.5541967413,38,8
"1998",1099,1,0,1,3,43875.4404735077,39,9
"1999",1101,0,1,0,0,33287.5922024354,23,1
"2000",1101,0,1,0,0,36042.3530663422,24,2
"2001",1101,0,1,1,0,28423.7402711773,26,3
"2002",1101,0,1,1,0,38248.8969144145,26,4
"2003",1101,0,2,1,0,47372.1603146332,26,5
"2004",1101,1,1,1,1,39653.7182712862,28,6
"2005",1101,0,1,1,1,41015.6918289373,29,7
"2006",1101,0,0,2,1,45567.4989929998,30,8
"2007",1101,0,0,1,2,48063.580156843,31,9
"2008",1102,1,0,0,0,42534.0410417964,47,1
"2009",1102,0,0,0,0,46938.8044813533,48,2
"2010",1102,0,0,0,0,50531.3896807199,49,3
"2011",1102,1,0,0,0,32128.8609438998,50,4
"2012",1102,1,0,0,0,30799.3849621216,51,5
"2013",1102,1,0,0,0,50983.1262949776,52,6
"2014",1102,1,0,0,0,45881.6255001516,53,7
"2015",1102,1,0,0,0,30824.959063424,54,8
"2016",1102,1,0,0,0,5154.25569003393,55,9
"2017",1105,1,0,0,2,36986.194486036,43,1
"2018",1105,1,0,0,2,35204.1763198973,44,2
"2019",1105,1,0,0,1,37898.6208035227,45,3
"2020",1105,1,0,0,0,42838.8208640051,46,4
"2021",1105,1,0,0,0,43558.9294369929,47,5
"2022",1105,1,0,0,0,45318.4720555247,48,6
"2023",1105,1,0,0,0,61175.9856405225,49,7
"2024",1105,1,0,0,0,49588.290191906,50,8
"2025",1105,1,0,0,0,54764.0918527964,51,9
"2026",1115,1,0,1,1,11558.1951367745,27,1
"2027",1115,1,0,1,1,10648.3901490694,28,2
"2028",1115,1,0,1,1,18031.779356757,29,3
"2029",1115,1,0,0,2,13041.319252062,30,4
"2030",1115,1,0,0,2,18190.6681034628,31,5
"2031",1115,1,0,0,2,19894.8065646202,32,6
"2032",1115,1,0,0,2,32019.8083112202,33,7
"2033",1115,1,0,0,2,25544.5687589557,35,8
"2034",1115,1,0,0,2,27742.7548888653,35,9
"2035",1116,1,0,0,2,41613.0874942791,37,1
"2036",1116,1,0,0,2,77952.1144625001,38,2
"2037",1116,1,0,0,1,40797.6597631151,40,3
"2038",1116,1,0,0,1,40872.7965617355,41,4
"2039",1116,1,0,0,1,124664.324485175,42,5
"2040",1116,1,0,0,1,106214.934066636,43,6
"2041",1116,1,0,0,1,41710.5761362428,44,7
"2042",1116,1,0,0,1,14013.367857706,45,8
"2043",1116,1,0,0,1,15501.4058686894,46,9
"2044",1118,1,0,0,0,33287.5922024354,26,1
"2045",1118,1,0,0,0,40233.2883356939,27,2
"2046",1118,1,0,0,0,42635.8189760706,28,3
"2047",1118,1,0,0,0,39778.8244225819,29,4
"2048",1118,1,0,0,0,46932.2335087047,30,5
"2049",1118,1,0,0,0,53815.6717392531,31,6
"2050",1118,1,0,0,0,44491.3470085251,32,7
"2051",1118,1,0,0,0,60309.8066196102,33,8
"2052",1118,1,0,0,0,52831.3477021235,34,9
"2053",1119,1,0,0,0,30513.6682025415,23,1
"2054",1119,1,1,0,0,30570.4764406819,24,2
"2055",1119,1,1,0,0,30358.1410682827,26,3
"2056",1119,1,1,0,0,30629.5344328428,26,4
"2057",1119,1,0,1,0,29919.3288394425,27,5
"2058",1119,1,1,1,0,28748.7624476531,28,6
"2059",1119,1,1,1,0,28898.6453702436,29,7
"2060",1119,1,1,0,1,29484.7954209654,30,8
"2061",1119,1,0,1,1,33681.7019487618,31,9
"2062",1120,0,0,1,0,69349.2076292512,33,1
"2063",1120,0,0,1,0,73760.6005393648,34,2
"2064",1120,0,0,0,1,80534.4240540114,35,3
"2065",1120,0,0,0,1,78027.7646979614,36,4
